id,label,conversation
1198,Positive,"العميل: وصلتني البطاقة البديلة بسرعة بعد السرقة.
الموظف: نأمل أن تكون تجربتك القادمة أفضل."
1199,Negative,"العميل: هناك عمليات تمت على بطاقتي بعد السرقة!
الموظف: نأسف لذلك وسنفتح تحقيقاً عاجلاً."
1200,Positive,"العميل: شكراً عطيتوني بطاقة جديدة بسرعة.
الموظف: أهم شي تكون بأمان وخدمتك عاجلة."
1201,Positive,"العميل: تجربة فتح الحساب لابنتي تحت السن القانوني كانت ممتازة.
الموظف: شكرًا لملاحظتك ونفخر بخدمتك."
1202,Negative,"العميل: حاولت أفتح حساب لولدي ورفضوه لأنه صغير.
الموظف: النظام ما يسمح بدون وصي رسمي."
1203,Negative,"العميل: تم رفض طلبي بسبب العمر رغم وجود وصي قانوني.
الموظف: نأسف لذلك وسنراجع حالتك مع القسم المختص."
1204,Positive,"العميل: ما توقعت الموضوع بسيط لهالعمر، شكراً.
الموظف: بالعكس، الخدمة مصممة تسهّلها لك."
1205,Neutral,"العميل: في شروط خاصة للصغار؟
الموظف: إي نعم، لازم حضور الولي وتقديم أوراق."
1206,Positive,"العميل: تجربة فتح الحساب لابنتي تحت السن القانوني كانت ممتازة.
الموظف: شكرًا لملاحظتك ونفخر بخدمتك."
1207,Positive,"العميل: تم فتح حساب لابني القاصر بسهولة، شكرًا لكم.
الموظف: يسرنا أن الخدمة نالت رضاكم."
1208,Negative,"العميل: لم أتمكن من فتح حساب لابني لأنه دون 18 عامًا.
الموظف: نعتذر، هناك متطلبات تنظيمية نلتزم بها."
1209,Neutral,"العميل: ما هو الحد الأدنى للعمر لفتح حساب بنكي؟
الموظف: 18 سنة، أو 15 مع ولي أمر."
1210,Negative,"العميل: لم أتمكن من فتح حساب لابني لأنه دون 18 عامًا.
الموظف: نعتذر، هناك متطلبات تنظيمية نلتزم بها."
1211,Neutral,"العميل: ما هو الحد الأدنى للعمر لفتح حساب بنكي؟
الموظف: 18 سنة، أو 15 مع ولي أمر."
1212,Negative,"العميل: لم أتمكن من فتح حساب لابني لأنه دون 18 عامًا.
الموظف: نعتذر، هناك متطلبات تنظيمية نلتزم بها."
1213,Negative,"العميل: حاولت أفتح حساب لولدي ورفضوه لأنه صغير.
الموظف: النظام ما يسمح بدون وصي رسمي."
1214,Negative,"العميل: السن المطلوب للخدمة غير واضح في التطبيق.
الموظف: نشكرك للملاحظة، وسنرفعها لتحسين التجربة."
1215,Negative,"العميل: تم رفض طلبي بسبب العمر رغم وجود وصي قانوني.
الموظف: نأسف لذلك وسنراجع حالتك مع القسم المختص."
1216,Negative,"العميل: السن المطلوب للخدمة غير واضح في التطبيق.
الموظف: نشكرك للملاحظة، وسنرفعها لتحسين التجربة."
1217,Negative,"العميل: حاولت أفتح حساب لولدي ورفضوه لأنه صغير.
الموظف: النظام ما يسمح بدون وصي رسمي."
1218,Positive,"العميل: فتحت حساب لولدي وعمره ١٥، الأمور مشت تمام.
الموظف: حياك الله، نحن دايم نسهل الإجراءات."
1219,Negative,"العميل: الخدمة وقفت بسبت إن عمر بنتي أقل من المطلوب.
الموظف: نعتذر، هذا حسب تعليمات البنك المركزي."
1220,Neutral,"العميل: أقدر أعطي ولدي بطاقة وهو عمره ١٤؟
الموظف: لازم يكون معك تفويض أو وصاية."
1221,Negative,"العميل: الخدمة وقفت بسبت إن عمر بنتي أقل من المطلوب.
الموظف: نعتذر، هذا حسب تعليمات البنك المركزي."
1222,Positive,"العميل: فتحت حساب لولدي وعمره ١٥، الأمور مشت تمام.
الموظف: حياك الله، نحن دايم نسهل الإجراءات."
1223,Negative,"العميل: الخدمة وقفت بسبت إن عمر بنتي أقل من المطلوب.
الموظف: نعتذر، هذا حسب تعليمات البنك المركزي."
1224,Neutral,"العميل: كم العمر اللي أقدر أفتح فيه حساب؟
الموظف: من ١٨ وفوق، أو من ١٥ مع ولي أمر."
1225,Neutral,"العميل: ما هو الحد الأدنى للعمر لفتح حساب بنكي؟
الموظف: 18 سنة، أو 15 مع ولي أمر."
1226,Positive,"العميل: أعجبتني مرونة البنك في خدمات الأعمار المختلفة.
الموظف: هدفنا تيسير الخدمات لجميع الفئات."
1227,Neutral,"العميل: ما هو الحد الأدنى للعمر لفتح حساب بنكي؟
الموظف: 18 سنة، أو 15 مع ولي أمر."
1228,Neutral,"العميل: في شروط خاصة للصغار؟
الموظف: إي نعم، لازم حضور الولي وتقديم أوراق."
1229,Neutral,"العميل: كم العمر اللي أقدر أفتح فيه حساب؟
الموظف: من ١٨ وفوق، أو من ١٥ مع ولي أمر."
1230,Negative,"العميل: ليش ما توضحون العمر المطلوب قبل التقديم؟
الموظف: معك حق، راح نرفع ملاحظتك."
1231,Negative,"العميل: حاولت أفتح حساب لولدي ورفضوه لأنه صغير.
الموظف: النظام ما يسمح بدون وصي رسمي."
1232,Positive,"العميل: تم فتح حساب لابني القاصر بسهولة، شكرًا لكم.
الموظف: يسرنا أن الخدمة نالت رضاكم."
1233,Neutral,"العميل: في شروط خاصة للصغار؟
الموظف: إي نعم، لازم حضور الولي وتقديم أوراق."
1234,Negative,"العميل: لم أتمكن من فتح حساب لابني لأنه دون 18 عامًا.
الموظف: نعتذر، هناك متطلبات تنظيمية نلتزم بها."
1235,Negative,"العميل: السن المطلوب للخدمة غير واضح في التطبيق.
الموظف: نشكرك للملاحظة، وسنرفعها لتحسين التجربة."
1236,Negative,"العميل: لم أتمكن من فتح حساب لابني لأنه دون 18 عامًا.
الموظف: نعتذر، هناك متطلبات تنظيمية نلتزم بها."
1237,Negative,"العميل: تم رفض طلبي بسبب العمر رغم وجود وصي قانوني.
الموظف: نأسف لذلك وسنراجع حالتك مع القسم المختص."
1238,Neutral,"العميل: ما هي الشروط لفتح حساب لمن هو دون السن القانوني؟
الموظف: يجب حضور ولي الأمر مع المستندات المطلوبة."
1239,Positive,"العميل: تم فتح حساب لابني القاصر بسهولة، شكرًا لكم.
الموظف: يسرنا أن الخدمة نالت رضاكم."
1240,Neutral,"العميل: هل يمكن للقاصر الحصول على بطاقة خصم؟
الموظف: نعم، بوجود ولي شرعي وموافقة مكتوبة."
1241,Positive,"العميل: ما توقعت الموضوع بسيط لهالعمر، شكراً.
الموظف: بالعكس، الخدمة مصممة تسهّلها لك."
1242,Neutral,"العميل: ما هو الحد الأدنى للعمر لفتح حساب بنكي؟
الموظف: 18 سنة، أو 15 مع ولي أمر."
1243,Neutral,"العميل: هل يمكن للقاصر الحصول على بطاقة خصم؟
الموظف: نعم، بوجود ولي شرعي وموافقة مكتوبة."
1244,Negative,"العميل: الخدمة وقفت بسبت إن عمر بنتي أقل من المطلوب.
الموظف: نعتذر، هذا حسب تعليمات البنك المركزي."
1245,Neutral,"العميل: كم العمر اللي أقدر أفتح فيه حساب؟
الموظف: من ١٨ وفوق، أو من ١٥ مع ولي أمر."
1246,Positive,"العميل: ما توقعت الموضوع بسيط لهالعمر، شكراً.
الموظف: بالعكس، الخدمة مصممة تسهّلها لك."
1247,Positive,"العميل: فتحت حساب لولدي وعمره ١٥، الأمور مشت تمام.
الموظف: حياك الله، نحن دايم نسهل الإجراءات."
1248,Neutral,"العميل: كم العمر اللي أقدر أفتح فيه حساب؟
الموظف: من ١٨ وفوق، أو من ١٥ مع ولي أمر."
1249,Negative,"العميل: حاولت أفتح حساب لولدي ورفضوه لأنه صغير.
الموظف: النظام ما يسمح بدون وصي رسمي."
1250,Negative,"العميل: حاولت أفتح حساب لولدي ورفضوه لأنه صغير.
الموظف: النظام ما يسمح بدون وصي رسمي."
1251,Positive,"العميل: أعجبتني مرونة البنك في خدمات الأعمار المختلفة.
الموظف: هدفنا تيسير الخدمات لجميع الفئات."
1252,Negative,"العميل: السن المطلوب للخدمة غير واضح في التطبيق.
الموظف: نشكرك للملاحظة، وسنرفعها لتحسين التجربة."
1253,Neutral,"العميل: أقدر أعطي ولدي بطاقة وهو عمره ١٤؟
الموظف: لازم يكون معك تفويض أو وصاية."
1254,Negative,"العميل: السن المطلوب للخدمة غير واضح في التطبيق.
الموظف: نشكرك للملاحظة، وسنرفعها لتحسين التجربة."
1255,Negative,"العميل: تم رفض طلبي بسبب العمر رغم وجود وصي قانوني.
الموظف: نأسف لذلك وسنراجع حالتك مع القسم المختص."
1256,Neutral,"العميل: في شروط خاصة للصغار؟
الموظف: إي نعم، لازم حضور الولي وتقديم أوراق."
1257,Positive,"العميل: التجربة كانت ممتازة للي أعمارهم أقل من ١٨.
الموظف: تسعدنا هالكلام، وشكراً لثقتك."
1258,Positive,"العميل: أعجبتني مرونة البنك في خدمات الأعمار المختلفة.
الموظف: هدفنا تيسير الخدمات لجميع الفئات."
1259,Negative,"العميل: الخدمة وقفت بسبت إن عمر بنتي أقل من المطلوب.
الموظف: نعتذر، هذا حسب تعليمات البنك المركزي."
1260,Neutral,"العميل: في شروط خاصة للصغار؟
الموظف: إي نعم، لازم حضور الولي وتقديم أوراق."
1261,Negative,"العميل: حاولت أفتح حساب لولدي ورفضوه لأنه صغير.
الموظف: النظام ما يسمح بدون وصي رسمي."
1262,Neutral,"العميل: ما هو الحد الأدنى للعمر لفتح حساب بنكي؟
الموظف: 18 سنة، أو 15 مع ولي أمر."
1263,Positive,"العميل: فتحت حساب لولدي وعمره ١٥، الأمور مشت تمام.
الموظف: حياك الله، نحن دايم نسهل الإجراءات."
1264,Negative,"العميل: لم أتمكن من فتح حساب لابني لأنه دون 18 عامًا.
الموظف: نعتذر، هناك متطلبات تنظيمية نلتزم بها."
1265,Neutral,"العميل: ما هو الحد الأدنى للعمر لفتح حساب بنكي؟
الموظف: 18 سنة، أو 15 مع ولي أمر."
1266,Neutral,"العميل: كم العمر اللي أقدر أفتح فيه حساب؟
الموظف: من ١٨ وفوق، أو من ١٥ مع ولي أمر."
1267,Neutral,"العميل: هل يمكن للقاصر الحصول على بطاقة خصم؟
الموظف: نعم، بوجود ولي شرعي وموافقة مكتوبة."
1268,Negative,"العميل: الخدمة وقفت بسبت إن عمر بنتي أقل من المطلوب.
الموظف: نعتذر، هذا حسب تعليمات البنك المركزي."
1269,Negative,"العميل: حاولت أفتح حساب لولدي ورفضوه لأنه صغير.
الموظف: النظام ما يسمح بدون وصي رسمي."
1270,Negative,"العميل: تم رفض طلبي بسبب العمر رغم وجود وصي قانوني.
الموظف: نأسف لذلك وسنراجع حالتك مع القسم المختص."
1271,Positive,"العميل: التجربة كانت ممتازة للي أعمارهم أقل من ١٨.
الموظف: تسعدنا هالكلام، وشكراً لثقتك."
1272,Positive,"العميل: التجربة كانت ممتازة للي أعمارهم أقل من ١٨.
الموظف: تسعدنا هالكلام، وشكراً لثقتك."
1273,Neutral,"العميل: كم العمر اللي أقدر أفتح فيه حساب؟
الموظف: من ١٨ وفوق، أو من ١٥ مع ولي أمر."
1274,Neutral,"العميل: أقدر أعطي ولدي بطاقة وهو عمره ١٤؟
الموظف: لازم يكون معك تفويض أو وصاية."
1275,Positive,"العميل: تم فتح حساب لابني القاصر بسهولة، شكرًا لكم.
الموظف: يسرنا أن الخدمة نالت رضاكم."
1276,Positive,"العميل: تم فتح حساب لابني القاصر بسهولة، شكرًا لكم.
الموظف: يسرنا أن الخدمة نالت رضاكم."
1277,Neutral,"العميل: ما هي الشروط لفتح حساب لمن هو دون السن القانوني؟
الموظف: يجب حضور ولي الأمر مع المستندات المطلوبة."
1278,Negative,"العميل: حاولت أفتح حساب لولدي ورفضوه لأنه صغير.
الموظف: النظام ما يسمح بدون وصي رسمي."
1279,Positive,"العميل: تم فتح حساب لابني القاصر بسهولة، شكرًا لكم.
الموظف: يسرنا أن الخدمة نالت رضاكم."
1280,Positive,"العميل: فتحت حساب لولدي وعمره ١٥، الأمور مشت تمام.
الموظف: حياك الله، نحن دايم نسهل الإجراءات."
1281,Negative,"العميل: تم رفض طلبي بسبب العمر رغم وجود وصي قانوني.
الموظف: نأسف لذلك وسنراجع حالتك مع القسم المختص."
1282,Positive,"العميل: أعجبتني مرونة البنك في خدمات الأعمار المختلفة.
الموظف: هدفنا تيسير الخدمات لجميع الفئات."
1283,Neutral,"العميل: ما هي الشروط لفتح حساب لمن هو دون السن القانوني؟
الموظف: يجب حضور ولي الأمر مع المستندات المطلوبة."
1284,Negative,"العميل: لم أتمكن من فتح حساب لابني لأنه دون 18 عامًا.
الموظف: نعتذر، هناك متطلبات تنظيمية نلتزم بها."
1285,Negative,"العميل: الخدمة وقفت بسبت إن عمر بنتي أقل من المطلوب.
الموظف: نعتذر، هذا حسب تعليمات البنك المركزي."
1286,Neutral,"العميل: أقدر أعطي ولدي بطاقة وهو عمره ١٤؟
الموظف: لازم يكون معك تفويض أو وصاية."
1287,Neutral,"العميل: في شروط خاصة للصغار؟
الموظف: إي نعم، لازم حضور الولي وتقديم أوراق."
1288,Neutral,"العميل: ما هو الحد الأدنى للعمر لفتح حساب بنكي؟
الموظف: 18 سنة، أو 15 مع ولي أمر."
1289,Positive,"العميل: التجربة كانت ممتازة للي أعمارهم أقل من ١٨.
الموظف: تسعدنا هالكلام، وشكراً لثقتك."
1290,Positive,"العميل: تجربة فتح الحساب لابنتي تحت السن القانوني كانت ممتازة.
الموظف: شكرًا لملاحظتك ونفخر بخدمتك."
1291,Positive,"العميل: التجربة كانت ممتازة للي أعمارهم أقل من ١٨.
الموظف: تسعدنا هالكلام، وشكراً لثقتك."
1292,Negative,"العميل: الخدمة وقفت بسبت إن عمر بنتي أقل من المطلوب.
الموظف: نعتذر، هذا حسب تعليمات البنك المركزي."
1293,Positive,"العميل: فتحت حساب لولدي وعمره ١٥، الأمور مشت تمام.
الموظف: حياك الله، نحن دايم نسهل الإجراءات."
1294,Negative,"العميل: تم رفض طلبي بسبب العمر رغم وجود وصي قانوني.
الموظف: نأسف لذلك وسنراجع حالتك مع القسم المختص."
1295,Negative,"العميل: الخدمة وقفت بسبت إن عمر بنتي أقل من المطلوب.
الموظف: نعتذر، هذا حسب تعليمات البنك المركزي."
1296,Neutral,"العميل: كم العمر اللي أقدر أفتح فيه حساب؟
الموظف: من ١٨ وفوق، أو من ١٥ مع ولي أمر."
1297,Negative,"العميل: حاولت أفتح حساب لولدي ورفضوه لأنه صغير.
الموظف: النظام ما يسمح بدون وصي رسمي."
1298,Positive,"العميل: تجربة فتح الحساب لابنتي تحت السن القانوني كانت ممتازة.
الموظف: شكرًا لملاحظتك ونفخر بخدمتك."
1299,Negative,"العميل: حاولت أفتح حساب لولدي ورفضوه لأنه صغير.
الموظف: النظام ما يسمح بدون وصي رسمي."
1300,Negative,"العميل: حاولت أفتح حساب لولدي ورفضوه لأنه صغير.
الموظف: النظام ما يسمح بدون وصي رسمي."
1301,Negative,"العميل: ليه ما جاني تنبيه إن الرقم انقفل؟
الموظف: نراجع الموضوع ونحسن التنبيه."
1302,Neutral,"العميل: هل يتم إلغاء البطاقة إذا تم حظر الرمز السري؟
الموظف: لا، يمكن فك الحظر بدون إلغاء البطاقة."
1303,Negative,"العميل: ليه ما جاني تنبيه إن الرقم انقفل؟
الموظف: نراجع الموضوع ونحسن التنبيه."
1304,Negative,"العميل: ليه ما جاني تنبيه إن الرقم انقفل؟
الموظف: نراجع الموضوع ونحسن التنبيه."
1305,Negative,"العميل: ليه ما جاني تنبيه إن الرقم انقفل؟
الموظف: نراجع الموضوع ونحسن التنبيه."
1306,Negative,"العميل: ليه ما جاني تنبيه إن الرقم انقفل؟
الموظف: نراجع الموضوع ونحسن التنبيه."
1307,Negative,"العميل: دخلت الرقم غلط وانحظرت البطاقة!
الموظف: آسفين، نساعدك تفكها الآن."
1308,Negative,"العميل: تم حظر بطاقتي ولم أستطع استخدام الخدمات.
الموظف: نعتذر وسنساعدك في إعادة التفعيل فورًا."
1309,Positive,"العميل: قدرت أفك الحظر بسهولة، ممتازين.
الموظف: هذا واجبنا يا غالي."
1310,Neutral,"العميل: هل يتم إلغاء البطاقة إذا تم حظر الرمز السري؟
الموظف: لا، يمكن فك الحظر بدون إلغاء البطاقة."
1311,Neutral,"العميل: كم محاولة عندي قبل ما تنحظر البطاقة؟
الموظف: ٣ محاولات وبعدين تنقفل مؤقتاً."
1312,Neutral,"العميل: أقدر أغير الرقم السري من التطبيق؟
الموظف: تقدر من التطبيق أو تروح أقرب فرع."
1313,Neutral,"العميل: هل يتم إلغاء البطاقة إذا تم حظر الرمز السري؟
الموظف: لا، يمكن فك الحظر بدون إلغاء البطاقة."
1314,Positive,"العميل: تم فك الحظر عن بطاقتي بسرعة بعد إدخال الرقم السري خطأ.
الموظف: يسرنا أن المشكلة حُلّت بنجاح."
1315,Neutral,"العميل: كم محاولة عندي قبل ما تنحظر البطاقة؟
الموظف: ٣ محاولات وبعدين تنقفل مؤقتاً."
1316,Positive,"العميل: قدرت أفك الحظر بسهولة، ممتازين.
الموظف: هذا واجبنا يا غالي."
1317,Negative,"العميل: دخلت الرقم غلط وانحظرت البطاقة!
الموظف: آسفين، نساعدك تفكها الآن."
1318,Neutral,"العميل: أقدر أغير الرقم السري من التطبيق؟
الموظف: تقدر من التطبيق أو تروح أقرب فرع."
1319,Neutral,"العميل: أقدر أغير الرقم السري من التطبيق؟
الموظف: تقدر من التطبيق أو تروح أقرب فرع."
1320,Positive,"العميل: الخدمة السريعة لفك الحظر أدهشتني.
الموظف: هذا ما نطمح له دائمًا."
1321,Positive,"العميل: تم فك الحظر عن بطاقتي بسرعة بعد إدخال الرقم السري خطأ.
الموظف: يسرنا أن المشكلة حُلّت بنجاح."
1322,Neutral,"العميل: أقدر أغير الرقم السري من التطبيق؟
الموظف: تقدر من التطبيق أو تروح أقرب فرع."
1323,Neutral,"العميل: كم محاولة عندي قبل ما تنحظر البطاقة؟
الموظف: ٣ محاولات وبعدين تنقفل مؤقتاً."
1324,Negative,"العميل: الرقم السري تم إدخاله بالخطأ وحُظرت البطاقة.
الموظف: نأسف لما حدث، وسنرشدك لإعادة التعيين."
1325,Positive,"العميل: رجعت البطاقة تشتغل بعد ما انحظرت، شكرًا.
الموظف: حياك الله، الأهم إنك ارتحت."
1326,Negative,"العميل: البطاقه محظورة ولا أقدر أستخدمها.
الموظف: بنحلها معك فورًا، لا تشيل هم."
1327,Neutral,"العميل: كم محاولة عندي قبل ما تنحظر البطاقة؟
الموظف: ٣ محاولات وبعدين تنقفل مؤقتاً."
1328,Positive,"العميل: الخدمة السريعة لفك الحظر أدهشتني.
الموظف: هذا ما نطمح له دائمًا."
1329,Positive,"العميل: تم فك الحظر عن بطاقتي بسرعة بعد إدخال الرقم السري خطأ.
الموظف: يسرنا أن المشكلة حُلّت بنجاح."
1330,Positive,"العميل: تم فك الحظر عن بطاقتي بسرعة بعد إدخال الرقم السري خطأ.
الموظف: يسرنا أن المشكلة حُلّت بنجاح."
1331,Neutral,"العميل: كم محاولة عندي قبل ما تنحظر البطاقة؟
الموظف: ٣ محاولات وبعدين تنقفل مؤقتاً."
1332,Neutral,"العميل: تنلغي البطاقه لو انحظر الرقم؟
الموظف: لا، تقدر تفك الحظر بسهولة."
1333,Neutral,"العميل: أقدر أغير الرقم السري من التطبيق؟
الموظف: تقدر من التطبيق أو تروح أقرب فرع."
1334,Positive,"العميل: رجعت البطاقة تشتغل بعد ما انحظرت، شكرًا.
الموظف: حياك الله، الأهم إنك ارتحت."
1335,Neutral,"العميل: أقدر أغير الرقم السري من التطبيق؟
الموظف: تقدر من التطبيق أو تروح أقرب فرع."
1336,Neutral,"العميل: كم محاولة عندي قبل ما تنحظر البطاقة؟
الموظف: ٣ محاولات وبعدين تنقفل مؤقتاً."
1337,Positive,"العميل: سويت إعادة ضبط ورجعت البطاقة تمام.
الموظف: ممتاز، وإن احتجت شي إحنا معك."
1338,Positive,"العميل: قدرت أفك الحظر بسهولة، ممتازين.
الموظف: هذا واجبنا يا غالي."
1339,Negative,"العميل: ليه ما جاني تنبيه إن الرقم انقفل؟
الموظف: نراجع الموضوع ونحسن التنبيه."
1340,Positive,"العميل: تم فك الحظر عن بطاقتي بسرعة بعد إدخال الرقم السري خطأ.
الموظف: يسرنا أن المشكلة حُلّت بنجاح."
1341,Neutral,"العميل: ما عدد المحاولات قبل حظر الرمز السري؟
الموظف: ثلاث محاولات خاطئة تؤدي إلى الحظر التلقائي."
1342,Positive,"العميل: سويت إعادة ضبط ورجعت البطاقة تمام.
الموظف: ممتاز، وإن احتجت شي إحنا معك."
1343,Neutral,"العميل: كم محاولة عندي قبل ما تنحظر البطاقة؟
الموظف: ٣ محاولات وبعدين تنقفل مؤقتاً."
1344,Negative,"العميل: دخلت الرقم غلط وانحظرت البطاقة!
الموظف: آسفين، نساعدك تفكها الآن."
1345,Neutral,"العميل: كيف يمكنني إعادة تعيين الرقم السري بعد الحظر؟
الموظف: عبر التطبيق أو زيارة أحد الفروع."
1346,Positive,"العميل: الخدمة السريعة لفك الحظر أدهشتني.
الموظف: هذا ما نطمح له دائمًا."
1347,Negative,"العميل: الرقم السري تم إدخاله بالخطأ وحُظرت البطاقة.
الموظف: نأسف لما حدث، وسنرشدك لإعادة التعيين."
1348,Positive,"العميل: رجعت البطاقة تشتغل بعد ما انحظرت، شكرًا.
الموظف: حياك الله، الأهم إنك ارتحت."
1349,Negative,"العميل: ليه ما جاني تنبيه إن الرقم انقفل؟
الموظف: نراجع الموضوع ونحسن التنبيه."
1350,Neutral,"العميل: كيف يمكنني إعادة تعيين الرقم السري بعد الحظر؟
الموظف: عبر التطبيق أو زيارة أحد الفروع."
1351,Negative,"العميل: تم حظر بطاقتي ولم أستطع استخدام الخدمات.
الموظف: نعتذر وسنساعدك في إعادة التفعيل فورًا."
1352,Negative,"العميل: تم حظر بطاقتي ولم أستطع استخدام الخدمات.
الموظف: نعتذر وسنساعدك في إعادة التفعيل فورًا."
1353,Negative,"العميل: البطاقه محظورة ولا أقدر أستخدمها.
الموظف: بنحلها معك فورًا، لا تشيل هم."
1354,Positive,"العميل: قدرت أفك الحظر بسهولة، ممتازين.
الموظف: هذا واجبنا يا غالي."
1355,Neutral,"العميل: ما عدد المحاولات قبل حظر الرمز السري؟
الموظف: ثلاث محاولات خاطئة تؤدي إلى الحظر التلقائي."
1356,Negative,"العميل: دخلت الرقم غلط وانحظرت البطاقة!
الموظف: آسفين، نساعدك تفكها الآن."
1357,Neutral,"العميل: تنلغي البطاقه لو انحظر الرقم؟
الموظف: لا، تقدر تفك الحظر بسهولة."
1358,Neutral,"العميل: ما عدد المحاولات قبل حظر الرمز السري؟
الموظف: ثلاث محاولات خاطئة تؤدي إلى الحظر التلقائي."
1359,Neutral,"العميل: كيف يمكنني إعادة تعيين الرقم السري بعد الحظر؟
الموظف: عبر التطبيق أو زيارة أحد الفروع."
1360,Neutral,"العميل: كم محاولة عندي قبل ما تنحظر البطاقة؟
الموظف: ٣ محاولات وبعدين تنقفل مؤقتاً."
1361,Negative,"العميل: الرقم السري تم إدخاله بالخطأ وحُظرت البطاقة.
الموظف: نأسف لما حدث، وسنرشدك لإعادة التعيين."
1362,Negative,"العميل: تم حظر بطاقتي ولم أستطع استخدام الخدمات.
الموظف: نعتذر وسنساعدك في إعادة التفعيل فورًا."
1363,Positive,"العميل: سويت إعادة ضبط ورجعت البطاقة تمام.
الموظف: ممتاز، وإن احتجت شي إحنا معك."
1364,Negative,"العميل: دخلت الرقم غلط وانحظرت البطاقة!
الموظف: آسفين، نساعدك تفكها الآن."
1365,Neutral,"العميل: تنلغي البطاقه لو انحظر الرقم؟
الموظف: لا، تقدر تفك الحظر بسهولة."
1366,Negative,"العميل: لماذا لم يصلني إشعار بأن الرمز أصبح محظورًا؟
الموظف: نشكرك للملاحظة وسنراجع نظام التنبيهات."
1367,Neutral,"العميل: كم محاولة عندي قبل ما تنحظر البطاقة؟
الموظف: ٣ محاولات وبعدين تنقفل مؤقتاً."
1368,Positive,"العميل: رجعت البطاقة تشتغل بعد ما انحظرت، شكرًا.
الموظف: حياك الله، الأهم إنك ارتحت."
1369,Positive,"العميل: قدرت أفك الحظر بسهولة، ممتازين.
الموظف: هذا واجبنا يا غالي."
1370,Positive,"العميل: الخدمة السريعة لفك الحظر أدهشتني.
الموظف: هذا ما نطمح له دائمًا."
1371,Negative,"العميل: لماذا لم يصلني إشعار بأن الرمز أصبح محظورًا؟
الموظف: نشكرك للملاحظة وسنراجع نظام التنبيهات."
1372,Neutral,"العميل: أقدر أغير الرقم السري من التطبيق؟
الموظف: تقدر من التطبيق أو تروح أقرب فرع."
1373,Neutral,"العميل: كيف يمكنني إعادة تعيين الرقم السري بعد الحظر؟
الموظف: عبر التطبيق أو زيارة أحد الفروع."
1374,Negative,"العميل: لماذا لم يصلني إشعار بأن الرمز أصبح محظورًا؟
الموظف: نشكرك للملاحظة وسنراجع نظام التنبيهات."
1375,Neutral,"العميل: كيف يمكنني إعادة تعيين الرقم السري بعد الحظر؟
الموظف: عبر التطبيق أو زيارة أحد الفروع."
1376,Positive,"العميل: قدرت أفك الحظر بسهولة، ممتازين.
الموظف: هذا واجبنا يا غالي."
1377,Negative,"العميل: الرقم السري تم إدخاله بالخطأ وحُظرت البطاقة.
الموظف: نأسف لما حدث، وسنرشدك لإعادة التعيين."
1378,Positive,"العميل: سويت إعادة ضبط ورجعت البطاقة تمام.
الموظف: ممتاز، وإن احتجت شي إحنا معك."
1379,Positive,"العميل: سويت إعادة ضبط ورجعت البطاقة تمام.
الموظف: ممتاز، وإن احتجت شي إحنا معك."
1380,Neutral,"العميل: هل يتم إلغاء البطاقة إذا تم حظر الرمز السري؟
الموظف: لا، يمكن فك الحظر بدون إلغاء البطاقة."
1381,Negative,"العميل: تم حظر بطاقتي ولم أستطع استخدام الخدمات.
الموظف: نعتذر وسنساعدك في إعادة التفعيل فورًا."
1382,Neutral,"العميل: ما عدد المحاولات قبل حظر الرمز السري؟
الموظف: ثلاث محاولات خاطئة تؤدي إلى الحظر التلقائي."
1383,Negative,"العميل: لماذا لم يصلني إشعار بأن الرمز أصبح محظورًا؟
الموظف: نشكرك للملاحظة وسنراجع نظام التنبيهات."
1384,Neutral,"العميل: كم محاولة عندي قبل ما تنحظر البطاقة؟
الموظف: ٣ محاولات وبعدين تنقفل مؤقتاً."
1385,Neutral,"العميل: تنلغي البطاقه لو انحظر الرقم؟
الموظف: لا، تقدر تفك الحظر بسهولة."
1386,Neutral,"العميل: هل يتم إلغاء البطاقة إذا تم حظر الرمز السري؟
الموظف: لا، يمكن فك الحظر بدون إلغاء البطاقة."
1387,Negative,"العميل: لماذا لم يصلني إشعار بأن الرمز أصبح محظورًا؟
الموظف: نشكرك للملاحظة وسنراجع نظام التنبيهات."
1388,Negative,"العميل: لماذا لم يصلني إشعار بأن الرمز أصبح محظورًا؟
الموظف: نشكرك للملاحظة وسنراجع نظام التنبيهات."
1389,Positive,"العميل: رجعت البطاقة تشتغل بعد ما انحظرت، شكرًا.
الموظف: حياك الله، الأهم إنك ارتحت."
1390,Negative,"العميل: ليه ما جاني تنبيه إن الرقم انقفل؟
الموظف: نراجع الموضوع ونحسن التنبيه."
1391,Neutral,"العميل: كيف يمكنني إعادة تعيين الرقم السري بعد الحظر؟
الموظف: عبر التطبيق أو زيارة أحد الفروع."
1392,Neutral,"العميل: هل يتم إلغاء البطاقة إذا تم حظر الرمز السري؟
الموظف: لا، يمكن فك الحظر بدون إلغاء البطاقة."
1393,Negative,"العميل: دخلت الرقم غلط وانحظرت البطاقة!
الموظف: آسفين، نساعدك تفكها الآن."
1394,Neutral,"العميل: كم محاولة عندي قبل ما تنحظر البطاقة؟
الموظف: ٣ محاولات وبعدين تنقفل مؤقتاً."
1395,Neutral,"العميل: ما عدد المحاولات قبل حظر الرمز السري؟
الموظف: ثلاث محاولات خاطئة تؤدي إلى الحظر التلقائي."
